text_translated,liststring
"great application, check, send, hopefully PT Pos Indonesia will be victorious, then",aplikasi mantap bagus cek kirim moga pt pos indonesia jaya trus
difficult to send a fast update address,sulit alamat kirim update cepat
"sending provincial goods 10 days 14 days 40 failed because the courier was lazy the reason was the address was not complete, the cellphone number could not be connected, did you receive it, the shipping costs were very bad, when the delivery was successful, the post was not stupid, the post suggested, think if you use an application, if you use cod, use Tokopedia, Lazada, the order is safe, postal",kirim barang provinsi makan 10hari 14hari 40 gagal karena kurir malas alasanya alamat tidak lengkap no hp tidak dapat hubung telfon engk si terima buruk banget ongkos kirim pas nganter sukses tidak bodo si pos saran fikir kalau pakai aplikasi kalau cod pakai tokopedia lazada orderanya aman pos
"quite pay attention if the tracking application sends the web, if it tracks the web order application, it tracks the menu",lumayan perhati kalau aplikasi lacak kirim web kalau lacak aplikasi order web lacak menu
I hope there is an error using this wifi apk hm,moga eror pakai wifi ini apk hm
cool order pick up send in the city a maximum of 3 hours,keren order pick up kirim dlm kota maksimal 3 jam
"the order status is still a drop point, send tau2 goods returned, even though tracking brang complains, was the most read when waiting for viral ladenin",status order msih drop point kirim tau2 barang return pdhal tracking brang complain gin paling baca jaman nungu viral ladenin
"is it good to help sell online, track delivery so easy",apa bagus bantu jual online lacak kirim jadi mudah
how come the tracking check error is already 4 cities,bagaimana sih eror cek tracking sudah 4 kota
"it's hard to try to update the fix, thank you",sulit coba update perbaikanya terimakasih
the application continues to function well how about rich in gin,aplikasi fungsi terus baik bagaimana kalau kaya gin
"Thank God the olshop is running smoothly, the courier is satisfied with the delivery of cod",alhamdulilah olshop lancar pos cod pelang puas kurirya
"cool, easy to see how it looks, hopefully it will flower",keren mudah lihat tampilanya moga kembang
message return courier maximum salary system attention mission send monthly salary,pesan return kurir maksimal sistem gaji atensi misi kirim gaji bulan
"Sorry, giving 1 star, easy to use, expensive admin fee system",maf kasih bintang 1 mudah pakai sistem sistem biaya admin mahal
posaja easy application to send mobile pos Indonesia champion,posaja aplikasi mudah kirim handpone pos indonesia juara
"This relaxing application is really cool, the house is waiting for the postal courier to pick up",keren banget aplikasi santai ini rumah nungu pick up kurir pos
use posaja very practical application to send post office packages thank you posindo for creating cool applications,pakai posaja aplikasi praktis banget untuk kirim paket kantor pos terimakasih posindo mengcreate aplikasi keren
since the update is messy qob use enter the send address please good,semenjak update kacau qob pakai masukkan alamat kirim tolong baik
"there is a login option, if you recover, the results can be recovered",ada plihan login sih kalau pulih tulisanya hasil pulih bisa
cool post fast delivery solution,pos keren solusi kirim cepat
"transactions are easier, safer, more advanced, Pos Indonesia",transaksi lbh mudah aman lbh maju pos indonesia
"Error registering, sending cod, it's better to use the cod application, really disappointed",daftar eror truz kirim cod lebih baik pakai aplikasi cod kecewa banget
"The rate is consistent yesterday, it's gone down and then",tarif konsisten sih kemarin sudah turun trus
help track send pay bills go forward,bantu lacak kirim bayar tagih semangat maju
the problem of paying for goods cod sometimes pgm is diligent in asking questions,kendala bayar cod barang kadang pgm itu rajin bertanya bertanya
easy transaction sending cod packages help,mudah transaksi kirim2 paket cod bantu
bad application network error using 20mbps wifi,aplikasi buruk eror network pakai wifi 20mbps
"I'm confused, when the account registration verification code doesn't have the code, please be kind",bingung ko pas kode verifikasi daftar akun nga kode tolong baik
support pick up location covered pick up oranger help application,dukung pick up lokasi tercover pick up oranger bantu aplikasi
"the application helps sell online, hopefully the application will not be successful",aplikasi bantu jual online moga aplikasi hambat sukses
"interface, please send it fast",interface moga cepat kirim depan
"The cod system is messed up, if Java rejects the month of arrival, it's better if you return the postage, not if there are many complaints, ignore it",sistem cod kacau kalau jawa tolak bulan sampenya lebih baik kalau return ongkos kirim tidak kalau komplain banyak abai
"check rates, check, send, pick up, cool application packages",cek tarif cek kirim pick up paket aplikasi keren
cool app easy to post post items,aplikasi keren mudah ngeposin barang pos
"Good application, easy to understand, please post forward",aplikasi bagus mudah erti moga pos maju depan
Satisfied application or successful post,aplikasi muas apa pos sukses
"is it good, hope you can help sell online level",apa bagus moga bisa bantu jual online tingkat
"Alhamdulilahirobil Alamin likes to use postal delivery, very fast delivery, when the application is like Gin, it's really ok",alhamdulilahirobil alamin suka pakai pos kirim kirim cepat banget pa udh aplikasi seperti gin ok banget deh
Applications that help send goods easily trust Pos Indonesia,aplikasi bantu kirim barang mudah percaya pos indonesia
"simple application, easy operation, the service is also complete",aplikasi sedehana mudah operasi layananya juga lengkap
"after the update, tell me to update, don't open the help",habis update suruh update ngk buka bantuanya
no bugs no lot bantu online shop,no bugs no lot bantu online shop
the complete menu is very suitable for what god pebisol do you need,menu lengkap sesuai banget dg butuh pebisol god apa
"thank you, good application, simple to send goods, complicated to queue, hopefully in front of qpos",terimkasih aplikasi bagus simple kirim barang ribet antri2 moga depa qpos
"yesterday, offered the post job online shop c2c using the install application 2, try registering an account, fail, try that, ask the developer the application is alive, if it is alive, please monitor the game",kemarin tawar tugas pos online shop c2c pakai aplikasi instal 2 coba daftar akun gagal coba gitu tanya develover aplikasi hidup tidak kalau hidup tolong pantau mainanya
"easy selling online shop, fast selling, satisfied customer",mudah jual online shop cepat dagang laris custamer puas
"the list is difficult to enter, the address is looking for the sub-district head of the district of Jepara, not registered, please enter it",daftar susah masuk alamat cari camat kabupaten jepara tidk daftar tolong masukanya
"Cool application for non-cod cod throughout Indonesia, jos",aplikasi keren cod non cod keseleruh indonesia jos
"complicated post sometimes runs out, don't know if the postal system is complicated, please fix it",pos ribet kdg cair hadeh gatau sistem pos ribet tolong dibenerin
"it's always hard to open the wa fb youtube net smoothly, the qposin application is difficult to open again, sis",selu susah buka jaring wa fb youtube lancar aplikasi qposin susah buka tingkat lagi kak
download already told new nga new how to love 3 stars,download sudah suruh baharu nga baharu bagaimana kasih bintang 3
"yes, thank you for the help, send the package tomorrow, send it tomorrow until 2 items still haven't arrived, the package function someday will continue the day package because the goods eat documents so quickly it can be because it's easy for documents to go stale, how about tangung",yya aloh bantuanya sen paket lanjut day kirim besok sampai sudah 2 barang msih belum sampai fungsi paket someday lanjut day paket krna barang makan dokumen sampai cpt bisa jadi krna mudah basi dokument kalau gni gmna tangung
access the top qob web glitch history,akses riwayat ganguan qob web atas
Error opening shift already open message input,eror buka gilir sudah buka input pesan
application help features features that are easy to send goods,aplikasi bantu fitur fitur bermanfat mudah kirim barang
great help meet logout,mantap bantu temu logout
cool application tols easy to understand help,aplikasi keren tols mudah paham bantu
good application easy to track successful rates pt pos indonesia,aplikasi bagus mudah lacak tarif sukses pt pos indonesia
update sucks doesn't recover account help post team,update ngak karuan ngak pulih akun bantu team pos
very easy application very simple easy to understand,aplikasi mudah banget simple mudah erti
"the application is very complicated, receiving the otp code, the cs complaint is complicated, astagfirulah",aplikasi ribet banget terima kode otp komplain cs ribet astagfirulah
application to help baseball players receive orders for forward cod pos Indonesia,aplikasi bantu pebisol terima order cod maju pos indonesia
"Please pull this application, hopefully it will help the public to use it easily",tarik ini aplikasi moga bantu pengunanya mudah publik
send the package 2 weeks until the customer of the goods is tracked cs confirmation is clear,kirim paket 2 mingu barang sampai custamer barang lacak cs konfirmasi jelas
"Posaja is cool, it's easy to send Indonesian postal packages, download it, download it, regret the application",posaja keren mudah kirim paket pos indonesia download buru download nyesel aplikasi
"help with online trading, advanced features, thanks pos Indonesia",bantu dagang online fitur cangkih trimksh pos indonesia
"use postal cod, let's download easy post quickly, thank you post help",pakai cod pos yuk download pos mudah cepat cair terima kasih pos bantu
"fast delivery, the service is suitable for fast delivery during the pandemic",kirim cepat pelayananya cocok kirim cepat masa pandemi
post proof of trust fast easy online trading,pos bukti percaya cepat mudah dagang online
this application is better to post if you check receipts,aplikasi ini lebih baik pos kalau cek resi
good qposin application level 1 secure with account verification synchronized with no email no hp code password verification send mobile phone ma email when register forgot password entry no postal account 2 data base valid postal code easy rainbow data entry 3 empowerment of postal tasks sub-district head pick up rainbow postal package work area full service pt pos,baik aplikasi qposin 1 aman tingkat dg verifikasi acount disingkronkan dg no email no hp code pasword verifikasi kirim hp ma email sat daftar lupa pasword entri no acount pos 2 data base codepos valid mudah entri data pelang 3 pemberdayan tugas pos camat ambil paket pos pelang wilayah kerja ful service pt pos
"use post, steady, fast, easy, efficient, cheap",pakai pos mantap cepat mudah efisien murah
easy breakthrough for god job pick-up service users,terobos mudah penguna layan jemput rumah god job
"cool postal application, easy to send transactions, send goods",aplikasi pos keren mudah pelang transaksi kirim barang
"a solid application, simple, complicated, check postage, tracking, easy delivery, cod",aplikasi mantap simpel ribet cek ongkos kirim traking kirim mudah cod
bad application internal server error notification,aplikasi payah internal server eror notifinya
application help features easy to understand thank you,aplikasi bantu fitur mudah paham terima kasih
sell online using postal service cod package receive buy tracking send please fix couriers send cod send please scan east java area,jual online pakai jasa pos cod paket terima beli tracking kirim tolong benah kurir2 kirim cod kirim harap scan area jawa timur
"complete features, easy forward operation, pos Indonesia",fiturnya lengkap mudah operasi maju pos indonesia
great app lot rate,aplikasi bagus lot tingkat
cash transaction cod account complaint results fast response effective customer oriented concept,uang transaksi cod rekening komplain hasil fast respon efektif konsep customer oriented
wow cool easy check postage must,wow keren mudah cek ongkos kirim harus
"application that helps to easily send postal packages, steady post",aplikasi bantu untuk mudah kirim paket pos mantap pos
steady online business application easy fast,mantap aplikasi bisnis online mudah cepat
application error is difficult to input please be kind,aplikasi eror susah nginput tolong baik
Bantul Magelang 3 uses lightning until using post makes you disappointed,bantul magelang 3 pakai kilat sampai pakai pos bikin kecawa
perfect try postage appears,sempurna coba ongkos kirim muncul
"Intention to send late using express courier, no intention is reasonable if you give a bad rating",niat kirim lambat pakai expres kurir enga niat wajar kalau memberikan rating buruk
the goods have been 2 weeks complaining cs cod the response of the goods knows there is,barang uda 2 minguan komplain cs cod respon barang tahu ada
rwgister hard server error main server quality level,rwgister susah server eror tingkat kualitas server utama
thank you for the easy application to send queued items,terimakasih hadir aplikasi mudah kirim barang antri
"help to send packages, check rates, track cell phones, not post offices, successful post offices, service levels",bantu untuk kirim paket cek tarif lacak kirim ponsel tidak kantor pos sukses kantor pos tingkat pelayananya
"please disburse the funds, give a detailed history of complaining about the goods, but the funds are complais but which complaints are there",tolong cair dana dana kasih riwayat detail compalin barang udh tapi dana complai tapi komplain mana
help online business easy to use,bantu bisnis online mudah pengunanya
disappointed dowload mobile postal giro fill in data waiting for process eh ordered dowload qpos dowload qpos told to fill in balance top up balance buy post office super digital era technology top up by mbanking what makes you annoyed delete apps don't download respect,kecewa dowload pos giro mobile isi data nungu proses eh suruh dowload qpos dowload qpos suruh isi saldo isi saldo beli kantor pos era super digital teknologi top up by mbanking apa bikin kesel hapusaplikasi jangandownload respect
update on august 17 smooth live chat feature suggestions print address labels send bluetoth printers,update tanggal 17 agustus smoth saran fitur live chat cetak label alamat kirim printer bluetoth
I'm really dizzy using the package app. I've received the customer. The money hasn't been 1 week,pusing banget pakai apl paket udh terima customer uang belum udh 1 mingu
easy simple help application,aplikasi bantu simpel mudah
useful application that is easy to track which shipping rates,aplikasi bermanfat mudah lacak tarif kirim mana
app update good update app good update,update aplikasi update bagus aplikasi update bagus
Easy application fast safe god principal,aplikasi mudah cepat aman god pokok
good application helps for easy process of sending online business,aplikasi bagus bantu untuk mudah proses kirim bisnis online
"Complaints about goods according to the date, so the cod returns, fortunately, the shipping costs are lost, damn, damn, damn",komplain barang sesuai tangal alhasil cod retur untung hilang ongkos kirim sial sial sial
post help consumers cheap easy fast safe,pos bantu konsumen murah mudah cepat aman
robust postal service easy to reach application,mantap layan pos mudah jangkau aplikasi
"what features are really helpful, really useful",fitur apa benar benar ngebantu banget bermanfat
easy -to -use aid application,aplikasi bantu pengunan mudah erti
this application helps send parcels of goods,mantap ini aplikasi bantu kirim paket barang
"Returned goods based on the address, meet the delivery man, contact the number of receiving the goods, please send it to the driver, take good care of the road",barang retur alas alamat temu tukang antar hubung nomer terima barang tolong sop antar baik tukang jalan tindak
steady application post office gengaman post champion,aplikasi mantap kantor pos gengaman pos juara
"the posaja application helps online business conduct checking shipping costs, check package rads",aplikasi posaja bantu laku bisnis online ngecek ongkos kirim cek rad paket
"the item has been in the month for the mobile postal checking account money until the news, please follow up",barang sudah bulan uang rekening pos giro mobile sampai kabar tolong tindak
cool applications need a service customer fast easy safe,aplikasi keren butuh pelang layan cepat mudah aman
easy application online business good luck,aplikasi mudah bisnis online moga bagus sukses
"great creative innovation pt pos indonesia, do you send simple goods at affordable rates",mantap inovasi kreatif pt pos indonesia apa kirim barang simpel tarif jangkau
"received the verification code, has it re-sent or not sms",terima kode verifikasi sudah kirim ulang ulang ngak sms
the application is suitable for use when it is easy to use,aplikasi cocok pakai kalang mudah sat
great home again sending postal pickup items,mantap rumah lagi kirim barang pickup pos
"very disappointed to send Madura back, the reason is that the address is not complete, the number is not helpful, even though the consumer gives an ID card, the phone number is active, but the post doesn't try to find a phone, the oath is really bad, if you use Cod by post, you lose shipping costs",kecewa banget kirim madura kembali alasany alamat tidak lngkap no tidak hbngin pdahal konsumen kasih ktp no telepon aktif tapi posny tidak usaha cari telepon sumpah parah bnget kalau cod pakai pos drpda rugi ongkos kirim pnjual pkir2 pakai jasa drpda rgi ongkos kirim
"Posindonesia, mank, it's really ok, the pickup where my grandmother is on the edge of the hill turns out to be a responsive task, Brother, the postman has dropped a little rice field heheh, I rely on my post to send packages",posindonesia mank ok banget pickup tempat neneku pingir bukit trnyata tugas responsif banged abang pos nyemplung sawah dikit heheh pos saya andalin kirim2 paket
good application send goods at cheap prices rena belongs to pt pos Indonesia,aplikasi bagus kirim barang harga murah rena milik pt pos indonesia
"it's better to use a lazy postal courier, if cod plays return, because the country's employees are dableg the reason why postal",lebih baik pakai pos kurir males kalau cod main return mentang mentang negri karyawanya dableg alesan kenapa pos
"help the online shop make the shipping process easy, hassle-free again, great",bantu online shop mudah proses pngriman repot2 lagi mantabs
an application to use tracing tracking send pt pos indoneaia,aplikasi guna pakai tracing lacak kirim pt pos indoneaia
easy to do business transactions,mudah giat transaksi bisnis
application help application help easy send message items,aplikasi bantu aplikasi bantu mudah kirim barang pesan
"bad apk it's complicated to open, can't change the web",buruk apk ribet buka gabisa ubah uda webnya
"fast and safe, believe the product that is served by the pospay brother is really helpful",cepat aman percaya produk layan saudara laki-laki pospay ngebantu banget
"aliexpres banja postal thief local expedition using postal status post, no notification, take an oath to eat illegal money, you're going to go bankrupt and lose jne",maling pos banja aliexpres ekpedisi lokal pakai pos status pos nga nga pemberitahuan ambil sumpah makan uang haram kamu amit2 bangkrut kalah jne
stupid app cares list ops 50 internet server error,aplikasi bodoh peduli daftar ops 50 internet server eror
easy business assistance application level,aplikasi bantu mudah usaha tingkat
"wrong, the input must be heavy traffic, if that's the case, the state-owned expedition network error, you know, it's really bad, it's fixed lazy lazy",alah input mesti trafic padat kalau gitu network eror ekspedisi bumn lho parah dibenerin malas malas
useful easy check shipping rates,bermanfat mudah cek tarif kirim barang
thanks for helping easy olshop business,trimakasih bantu bisnis olshop mudah
easy delivery fast go good luck,mudah pengirimanya cepat tuju moga sukses
"good application, advanced technology, the spirit of the Indonesian post, the faithful spirit",aplikasi bagus maju teknologi semangat pos indonesia semangat setia
at least the taste of the application is 5 okay 5 stars,minimal rasa aplikasi 5 oke bintang 5
input the application order already,input order aplikasi sudah sih
"good service, friendly service, affordable prices, cheap location",bagus pelayananya ramah tamah pelayanya harga jangkau murah riah lokasi
application helps easy to send check postage,aplikasi bantu mudah kirim cek ongkos kirim
"added here, the application is really bad, the postal version is not jnt and jne, the postal courier is struggling to cook 10 days of dkrm2 money, eh, the courier has finally reported multiple times, the money back, the service is good, the postal service is very complicated, the manual application, why does the deposit have to be complicated first?",tambah kesini aplikasiny jelek banget bagus versi kirim pos tidak jnt dn jne pos kurirny bermaslh masak 10 hri uang dkrm2 eh tryta kurir keluarny akhirny lapor berkli2 uang kembali layan bagus sama sekli pos ruwet banget aplikasiny manual kenapa tingl setor harus nyatet dulu ruwet
uninstall the application find it good handle,unistal aplikasi cari it bagus menghandle
simple easy application helps the community,aplikasi mudah simpel bantu masyarakat
"why is this update now, after the update, it is difficult to enter data but at least look at the liquid funds",kenapa update sbntr ini mlh setelah update repot ngiput data tapi pling lagi lihat dana cair
"it's easy to send packages, just choose cold service",mudah kirim paket tingal pilih layan dingin
"already tired of filling in the address, better to delete the playstore application",sudah capek capek mengisi alamat gunain lebih baik hapus aplikasi playstore
application helps flowers to be steady,aplikasi bantu kembang biar mantap
"The goods arrived on the 9th until the phone arrived, I answered the post",barang nyampe tangal 9 samapai nyampe telepon wa balas angkat pos
easy model before cooking upgrade check rates,mudah model sblmnya masak upgred cek tarif
help check send rates,bantu check kirim tarif
unfortunately the post for taking profit is forced to sell using insurance at least 10 0 pay double,sayang pos ambil untung paksa jual mengunakan asuransi minimal 10 0 bayar dobel
help the cod system no hassle fast delivery,bantu sistem cod no ribet kirim cepat
"post the pickup cod feature, thank you pos indo",pos fitur pickup cod terima kasih pos indo
good courier application full-featured menu,aplikasi kurir baik menu fitur lengkap
new version sometimes error level,versi baru kadang eror tingkat
very slow application between 7 packages of makasar cilacap,lambat banget aplikasi antar banget 7 paket makasar cilacap
"thank you by post, sending cod, it's easier to sell online but how many times have you got a severe error 2 days not posting, always an error when the order has to be entered, try reinstalling hopefully again",trimkasih dg pos kirim cod lbih mudah jual online tapi brpa tetahir eror parah 2 hari tidak pos slalu eror pdhal order harus input coba instal ulang smoga lagi
cool application send packages easy home,aplikasi kece kirim paket mudah rumah
"Thank God the application helps online business easy, cod transactions help the skipper",alhamdulilah aplikasi bantu bisnis online mudah transaksi cod mantul juragan
"Good application, I hope the post is stable",aplikasi bagus moga pos mantap depa
easy post fast send package document,pos mudah cepat kirim dokumen paket
"Cod service is easy, complicated, using pos, guarantees fast goods",layan cod mudah ribet pakai posaja jamin barang cepat
useful application for easy practical online business,aplikasi bermanfat bisnis online mudah praktis
"help the main olshop trade, it's growing",bantu dagang olshop pokok mantap kembang
really downloaded a lot very disappointed to replace,banget download lot banget kecewa ganti
"the application is okay, like the courier, the customer pays cod, the money is deposited, the postal account, giro, seler waits for the complaint, seler process",aplikasi oke laksana sdm kurir customer bayar cod uang setor rek pos giro seler nungu komplain seler proses
good application to help business try a little confused,bagus aplikasi bantu usaha coba agak2 bingung
"as simple as on the web, hopefully the level will be easy between",sesimple diweb antar moga depa tingkat mudah antar
thank you posaja good service easy transaction,terima kasih kasih posaja layan bagus mudah transaksi
application fix waiting for habar to uninstall,aplikasi benah uninstal tungu habar
"really cool, online selling application, check your Indonesian postage",keren banget niech aplikasi jual online cek ongkos kirim indonesia kamu
Gymnasium received the package because it didn't really fit,gimnasi terima paket paket kasi nga sesuai banget
"good application for baseball players like cod, recommended for baseball players",aplikasi bagus untuk pebisol seperti cod pokok rekomended untuk pebisol
good post indonesia cod program kapok delivery courier unproductive in looking for address pdahl invoice complete postal branch tangerang district send tangerang south tangerang district failed help HR level,bagus pos indonesia program cod kapok pengirimanya kurir tidak produktif dlm cari alamt pdahl invoce lengkap pos cabang kabupaten tangerang kirim tangerang selatan kabupaten tangerang gagal tolong tingkat sdm
Posaja application helps community baseball orders send a package letter thank you Pos Indonesia,posaja aplikasi bantu pebisol masyarakat order kirim surat paket terimakasih pos indonesia
1 cs number call 2 post office pickup 3 cod guide,1 nomor cs hubung 2 pickup kantor pos 3 pandu cod
"clear cod, postal checking account, state-owned enterprises (BUMN) application, shame on the part of the private sector",cod terang akun pos giro aplikasi bumn klah swasta malu maluin
"good, useful, easy, important for business, Tengkyu Pos Indonesia",bagus bermanfat mudah penting bisnis tengkyu pos indonesia
"easy application for business heads, really good new breakthrough post ahead",aplikasi mudah kepala bisnis ok banget pos terobos baru depan
easy help,bantu mudah mana
very good application easy to transact,aplikasi bagus banget mudah bertrnsaksi
"Kindly please send the goods, buy money, register a checking account",tolong baik kirim barang deh beli uang register giro
"What's the list of phone numbers with the OTP code, it doesn't work",apan daftar nomer telepon kode otp ulang kali gabisa
"when logging in, write down the device identity, how do you register the qob web account, it's already active, when you enter your email, when you're mobile",pas login tulis identitas perangkat daftar gmn akun web qob udh aktif pas mskn email sm pas mobile
"great, just click, take it away from home",mantap tingal klik ambil ngk rumah
simple easy fast help online business,simple mudah cepat bantu bisnis online
error sometimes order sometimes check history,eror kadang order kadang cek riwayat
"application when I open the cod package, I send it",aplikasi sat buka paket cod sya kirim
"the application helps in sending goods, believe it is solid",aplikasi bantu dlm kirim barang percaya mantap
help the main olshop business cod fast transfer is good please hold on min,bantu bisnis olshop utama cod cepat transfer bagus tolong tahan min
"very cool, forward Indonesia post to encourage anti-complicated online business",keren banget maju pos indonesia dorong usaha online anti ribet
"come on, the system is really good, down the application",ayo sistem baik banget down aplikasi
"waiting for the package to send sim online to surabaya via post, complete address plus phone number, postal lost, empty house omg bring my sim",nungu paket kirim sim online surabaya via pos alamat lengkap plus nomor telepon pos tersesat rumah kosong omg bawa sim ku
the application is waiting for practical loss of fuss,aplikasi ditungu2 praktis los rewel
"please be good, the system has been 3 days, the error has been coded, so it's pending",tolong baik system sudah 3hr cod eror hadewh jadi pending ini
"easy, fast, solid package letter transactions",mudah cepat transaksi surat paket mantap
wrong warm cold coffee you ignore the baseball just pay for the solution,salah kopi dingin hangat kamu abai pebisol bayar posaja solusi
"wrong login, wrong pin, people memorized the pin, pdhl use cod ntr if the money is lost because logging in is crazy, the application is bad try better cod using jnt",log in salah pin salah org hapal pinya pdhl pke cod ntr kalau uangmya hilang karena log in gila sih aplikasi buruk coba lebih baik cod pakai jnt
easy send qposin app,kirim mudah aplikasi qposin
How about a postal service if you send a package using the Palembang postal schedule,sih pos layan kalau ngirim paket pakai jadwal pos palembang
please check post express menu rates on 6 3 2,tolong posaja cek tarif menu pos kilat tangal 6 3 2
look fresh and light like,tampil fresh ringan suka
help baseball app,bantu pebisol aplikasi
the main online shop help application is solid,aplikasi bantu online shop pokok mantap
"help the selling rate, thanks for the post",bantu tingkat jual trimakasih pos
postal help great easy post information,posaja bantu informasi pos mudah hebat
postal send package easy easy,pos kirim paket mudah gampang
send goods easy forward post Indonesia,kirim barang mudah maju pos indonesia
check home delivery costs with only 1 application,cek ongkos kirim rumah banget hanya dengan 1 aplikasi
good easy need a rainbow,bagus mudah butuh pelang
"Pospay service, good service, courier service, logistics, money service, PT Pos Indonesia, steady, victorious, land, sea, air",layan pospay posaja baik layan jasa kurir logistik jasa uang pt pos indonesia mantap jaya darat laut udara
send verification code what do you intend to do?,kode verifikasi kirim niat bikin apa
help the postman to check the shipping cost,bantu pelang pos biar cek ongkos kirim
help cod check postage rates,bantu cod cek tarif ongkos kirim
it's just the pin error is correct,sih eror melulu pin sudah benar
easy shipping transaction using complicated,transaksi kirim mudah pakai ribet
great application easy to send post office,mantap aplikasi mudah kirim kantor pos
disappointed using the posin application ndk andelin error error 4 like gin customer disappointed please be nice again,kecewa pakai aplikasi posin ndk andelin eror eror 4 seperti gin custemer kecewa tolong baik lagi
cool app to help during the pandemic,keren aplikasi bantu kala pandemi
steady easy fast for shipping transactions,mantap mudah cepat untuk transaksi kirim barang
Send verification code really needed,kode verifikasi kirim butuh banget
"I complain that the package between homes takes the post office, the courier is really bad",complain sih paket antar rumah ambil kantor pos kurir buruk banget
"Thank you PT Pos Indonesia, the application is very helpful for baseball, steadily progressing, and then developing innovatively",trimakasih pt pos indonesia aplikasi sagat mebatu bagi bisol mantap maju trus kembang inofatif
"Oh, it's really bad, Saturday to Tuesday, I sent the goods, Poor Gresik, didn't arrive yesterday, there was no update, the reseller is waiting for the goods because it's already sen, it's coming, isn't it good",aduh parah banget sih sabtu sampai selasa ngirim barang malang gresik belum sampe2 kemarin gada update reseler nunguin barang karena udh sen eh dateng gaenak
post status update error,eror updet status kirim
help send easy parcels thank you pos indonesia,bantu kirim paket mudah terima kasih pos indonesia
help pos indonesia win great success,bantu pos indonesia juara sukses mantab
easy to use digital service solid service integration helps baseball players start their business,mudah pengunan layan digital integrasi layan solid bantu pebisol rintis usaha jalan
"teach me how to make a post play store application, spend money, where is the people's money?",ajar dl bikin aplikasi post play store ngabisin duit perlu mana duit rakyat aplikasi beres2 gin baik makan gaji buta jgn2 harga mahal pasar
"try using qposin, thank God the cirebon city area has a fast response, but the cirebon district area picks up the average level for the district to send pick up smoothly",coba pakai qposin alhamdulilah wilayah kota cirebon fast respon tapi wilayah kabupaten cirebon tingkat tugas pick up rata wilayah kabupaten kirim pick up lancar
"best of the best poko download, try the true 2 flexible application",best of the best poko download coba deh aplikasi benar 2 flexible
easy transaction olshop selling,mudah transaksi olshop jual
fix the bug already 3 errors online booking,benerin bug sudah 3 eror boking online
good app to help home delivery service,aplikasi bagus bantu rumah kirim layan
Pretty good application please level up,aplikasi lumayan bagus moga depa tingkat
"how come the email token is correct, how come it's clearly wrong, please cook an application like this",kok email token sudah benar kok terang salah tolong aplikasi masak kayak gin
verification code quality application is considered invalid send code,aplikasi mutu kode verifikasi diangap invalid kirim kode
"the features are useful, easy to send goods",fitur fiturnya bermanfat mudah kirim barang
"love the manual cod system, print it yourself an invoice",sayang sistem cod manual print sendri invoice
"it's really easy to use the Indonesian postal application, it's very useful",sunguh mudah mengunakan aplikasi pos indonesia baik bermanfat
"send cod can be active the location of the active location is enlightenment, min",kirim cod bisa2 aktif lokasi lokasi aktif pencerahanya min
"thank you postal help umkm cod, thank God, fast money, pospay, doubt it's good now, thank you, cool indonesian post",terima kasih pos bantu umkm cod alhamdulilah lancar uang cepat pospay ragu sekrg baik terimakasih pos indonesia keren
bad liquid balance 1 week confirmation of liquid water is comfortable using the COD system,jelek saldo cair 1 mingu konfirmasi teler cair nyaman pakek sistim cod
"the application supports my task as a godjob postman, continue again dev",aplikasi dukung tugas saya sbg postmen godjob lanjut lagi dev
"disappointed, fortunately, no capital, where do you pay for postage, cod, goods, receive, buy, pay to the courier, but the money sends me if the thief says the boss makes 10 thousand profit",kecewa ah untung tidak modal kmna mna bayar ongkos kirim cod barang terima beli bayar kpda kurir tapi duit kirim saya kalau maling bilang bos untung 10 rb ciba kalau juta juta mampus luh
apk cans is difficult to verify good service cs2 is slow,apk kaleng2 susah dapat verifikasi pelayananan bagus cs2 lambat
"Bismillah, hopefully the pt pos transaction will be easy",bismilah moga transaksi pt pos mudah gampang
track shipping check postage easy principal,lacak kirim chek ongkos kirim mudah pokok
"send a handheld transaction package, easy, easy",kirim paket transaksi gengaman mudah mudah jaya
"great bro, cod is easy to practice",mantap beh cod jadi mudah praktis
"Why use gin, order from 9 am to 4 pm pick up goods",pakai ko gin order dari jam 9 pagi dampe jam 4barang pick up
easy fast practical bravo pos,mudah cepat praktis bravo pos
"light, responsive application, easy business partner, online shop, postal application, Indonesia",aplikasi ringan responsif mudah rekan laku bisnis online shop aplikasi pos indonesia
"help micro businesses, it's just a shame sometimes it's delayed by 1 week best",bantu usaha mikro cuman sayang terkadang molor 1 mingu best
"upgrade kyc can't be online post office boro2 is busy, oh rating 2, email complaints, take it seriously",upgrade kyc gabisa online kantor pos boro2 layan sibuk aduh rating 2 komplain email tangap serius
help check shipping rates,bantu ngecek kirim tarif kirim
help good taste sometimes error,bantu seler baik kadang eror
"it's nice to be bored, fix the super-solution application, it's good to post 5 stars",manteb bosan2 benah aplikasi super solutif mantab pos kasih bintang 5
"great, easy to check, send rates, no problems with booking",mantap mudah ceck kirim tarif tidak kendala boking
"Thank you, Pos Indonesia, send documents safely, safe and fast",terima kasih pos indonesia pakai kirim dokumen dngan aman selamat cepat
"crazy postal cod the item has arrived 1 week the money hasn't been accounted yet sucks, this post is friendly",gila pos cod barang sudah sampai pelang 1 mingu duit belum rekening payah nga seler friendly ini pos
application to help post Indonesia success,aplikasi bantu sukses pos indonesia
easy to send a solid package,mudah kirim paket mantap
